name,price,quantity,farmer,location,state
Tea,7416,970,Farmer_1504,City_49,Jharkhand
Chilli,2727,588,Farmer_1505,City_140,Kerala
Soybean,4215,212,Farmer_1506,City_94,Nagaland
Chilli,2373,160,Farmer_1507,City_142,Meghalaya
Tea,4745,989,Farmer_1508,City_197,Kerala
Onion,3874,695,Farmer_1509,City_110,Nagaland
Wheat,11126,374,Farmer_1510,City_124,Himachal Pradesh
Coffee,13087,167,Farmer_1511,City_114,Mizoram
Onion,9084,138,Farmer_1512,City_141,Gujarat
Wheat,12460,996,Farmer_1513,City_145,Meghalaya
Pulses,9360,176,Farmer_1514,City_138,Tripura
Pulses,14615,649,Farmer_1515,City_7,Telangana
Groundnut,5768,925,Farmer_1516,City_184,Madhya Pradesh
Banana,13240,796,Farmer_1517,City_79,Rajasthan
Cotton,6579,277,Farmer_1518,City_54,Punjab
Millets,4901,144,Farmer_1519,City_3,Tripura
Barley,11668,889,Farmer_1520,City_64,Karnataka
Jute,11073,561,Farmer_1521,City_61,Tripura
Barley,8175,883,Farmer_1522,City_140,Sikkim
Tomato,5023,806,Farmer_1523,City_194,Telangana
Potato,12992,934,Farmer_1524,City_141,Tripura
Rice,14941,720,Farmer_1525,City_186,Uttarakhand
Sugarcane,8198,180,Farmer_1526,City_135,Assam
Maize,5648,682,Farmer_1527,City_64,Kerala
Pulses,13380,64,Farmer_1528,City_42,Himachal Pradesh
Chilli,13986,468,Farmer_1529,City_111,Uttar Pradesh
Soybean,5790,823,Farmer_1530,City_62,Kerala
Mustard,9503,653,Farmer_1531,City_167,Rajasthan
Pulses,4419,636,Farmer_1532,City_87,Madhya Pradesh
Maize,2162,736,Farmer_1533,City_2,Himachal Pradesh
Chilli,8397,299,Farmer_1534,City_11,Rajasthan
Tomato,9560,215,Farmer_1535,City_97,Telangana
Jute,1619,947,Farmer_1536,City_142,Himachal Pradesh
Pulses,8327,678,Farmer_1537,City_17,Maharashtra
Chilli,4750,808,Farmer_1538,City_127,Meghalaya
Mustard,6452,784,Farmer_1539,City_64,Chhattisgarh
Barley,6923,575,Farmer_1540,City_140,Arunachal Pradesh
Coffee,4951,709,Farmer_1541,City_111,Sikkim
Banana,11517,470,Farmer_1542,City_66,Nagaland
Mustard,9083,213,Farmer_1543,City_196,Tamil Nadu
Soybean,12277,69,Farmer_1544,City_172,Chhattisgarh
Jute,1655,352,Farmer_1545,City_118,Gujarat
Rice,2888,484,Farmer_1546,City_125,Karnataka
Millets,5767,406,Farmer_1547,City_178,Sikkim
Pulses,3142,611,Farmer_1548,City_191,Kerala
Rice,7521,267,Farmer_1549,City_128,Sikkim
Chilli,13283,187,Farmer_1550,City_6,Manipur
Cotton,3645,57,Farmer_1551,City_170,Uttar Pradesh
Wheat,7727,835,Farmer_1552,City_192,Haryana
Potato,8576,887,Farmer_1553,City_168,Meghalaya
Pulses,2459,789,Farmer_1554,City_3,Arunachal Pradesh
Pulses,12433,401,Farmer_1555,City_160,Maharashtra
Turmeric,2480,819,Farmer_1556,City_47,Nagaland
Sugarcane,10692,857,Farmer_1557,City_177,Madhya Pradesh
Tomato,8063,400,Farmer_1558,City_166,Tripura
Soybean,11201,366,Farmer_1559,City_33,Assam
Millets,5932,516,Farmer_1560,City_141,Manipur
Turmeric,4547,308,Farmer_1561,City_50,Odisha
Chilli,7356,900,Farmer_1562,City_122,Kerala
Mustard,9781,360,Farmer_1563,City_164,Tripura
Pulses,14532,711,Farmer_1564,City_54,Telangana
Rice,4647,107,Farmer_1565,City_58,Punjab
Mustard,6423,902,Farmer_1566,City_163,Jharkhand
Potato,7434,865,Farmer_1567,City_91,Nagaland
Cotton,3712,348,Farmer_1568,City_3,Tamil Nadu
Pulses,8775,720,Farmer_1569,City_150,Goa
Barley,8796,973,Farmer_1570,City_140,Nagaland
Onion,14797,252,Farmer_1571,City_155,Telangana
Tea,12048,939,Farmer_1572,City_123,Punjab
Wheat,5481,807,Farmer_1573,City_71,Maharashtra
Chilli,13097,471,Farmer_1574,City_160,West Bengal
Barley,6150,625,Farmer_1575,City_190,Punjab
Maize,6543,748,Farmer_1576,City_10,Assam
Groundnut,9125,873,Farmer_1577,City_156,Maharashtra
Pulses,5253,146,Farmer_1578,City_124,Telangana
Coffee,10741,621,Farmer_1579,City_187,Bihar
Rice,7172,922,Farmer_1580,City_137,Maharashtra
Groundnut,7172,520,Farmer_1581,City_10,Tamil Nadu
Millets,10981,960,Farmer_1582,City_59,Bihar
Soybean,1973,632,Farmer_1583,City_57,West Bengal
Sugarcane,8757,357,Farmer_1584,City_79,Jharkhand
Rice,2026,668,Farmer_1585,City_87,Andhra Pradesh
Banana,9553,282,Farmer_1586,City_54,Andhra Pradesh
Wheat,12344,541,Farmer_1587,City_97,Jharkhand
Cotton,2919,308,Farmer_1588,City_61,Madhya Pradesh
Barley,3601,340,Farmer_1589,City_58,Himachal Pradesh
Tomato,8809,698,Farmer_1590,City_83,Telangana
Potato,3794,571,Farmer_1591,City_65,Uttar Pradesh
Millets,2244,466,Farmer_1592,City_68,Andhra Pradesh
Mustard,6396,593,Farmer_1593,City_100,Arunachal Pradesh
Tea,12321,79,Farmer_1594,City_19,Rajasthan
Potato,8461,816,Farmer_1595,City_112,Nagaland
Turmeric,8095,437,Farmer_1596,City_148,Himachal Pradesh
Onion,7853,579,Farmer_1597,City_2,Mizoram
Tea,6440,637,Farmer_1598,City_103,Madhya Pradesh
Turmeric,7994,753,Farmer_1599,City_26,Karnataka
Chilli,3826,836,Farmer_1600,City_197,Madhya Pradesh
Wheat,8284,684,Farmer_1601,City_46,Haryana
Coffee,9892,538,Farmer_1602,City_123,Arunachal Pradesh
Soybean,4105,186,Farmer_1603,City_121,Haryana
Coffee,4398,992,Farmer_1604,City_193,Himachal Pradesh
Groundnut,13599,236,Farmer_1605,City_48,Haryana
Rice,2085,918,Farmer_1606,City_57,Mizoram
Turmeric,4063,57,Farmer_1607,City_85,Haryana
Rice,4767,856,Farmer_1608,City_84,Karnataka
Coffee,9711,337,Farmer_1609,City_113,Meghalaya
Wheat,2559,892,Farmer_1610,City_43,Jharkhand
Groundnut,14226,485,Farmer_1611,City_147,Uttarakhand
Maize,13531,151,Farmer_1612,City_83,Goa
Wheat,13626,513,Farmer_1613,City_82,Sikkim
Cotton,14411,577,Farmer_1614,City_59,Telangana
Cotton,12656,958,Farmer_1615,City_182,Manipur
Barley,13984,615,Farmer_1616,City_82,Tamil Nadu
Mustard,10202,61,Farmer_1617,City_41,Bihar
Chilli,9243,567,Farmer_1618,City_136,Sikkim
Chilli,14532,996,Farmer_1619,City_14,Chhattisgarh
Soybean,8124,895,Farmer_1620,City_194,Goa
Tea,2415,752,Farmer_1621,City_18,Rajasthan
Chilli,10566,189,Farmer_1622,City_64,Odisha
Potato,3358,345,Farmer_1623,City_148,Bihar
Tea,13470,382,Farmer_1624,City_168,Telangana
Onion,11693,812,Farmer_1625,City_4,Madhya Pradesh
Soybean,7369,263,Farmer_1626,City_45,Rajasthan
Tomato,5443,819,Farmer_1627,City_144,Uttar Pradesh
Millets,4540,508,Farmer_1628,City_161,Bihar
Onion,10288,547,Farmer_1629,City_141,Odisha
Soybean,10016,784,Farmer_1630,City_179,Jharkhand
Banana,9269,984,Farmer_1631,City_40,Meghalaya
Maize,2283,853,Farmer_1632,City_118,West Bengal
Maize,7860,450,Farmer_1633,City_3,Kerala
Barley,10732,599,Farmer_1634,City_63,Odisha
Millets,9200,311,Farmer_1635,City_59,Mizoram
Cotton,13993,788,Farmer_1636,City_110,Haryana
Turmeric,9839,292,Farmer_1637,City_9,Gujarat
Millets,1828,590,Farmer_1638,City_159,Tripura
Wheat,6225,837,Farmer_1639,City_65,Tripura
Groundnut,3874,966,Farmer_1640,City_123,Mizoram
Groundnut,8915,75,Farmer_1641,City_154,Uttar Pradesh
Soybean,11237,144,Farmer_1642,City_103,Sikkim
Coffee,2283,146,Farmer_1643,City_102,Mizoram
Groundnut,13857,975,Farmer_1644,City_147,Meghalaya
Pulses,1554,853,Farmer_1645,City_86,Kerala
Tea,13383,301,Farmer_1646,City_181,Uttarakhand
Potato,13681,903,Farmer_1647,City_77,Arunachal Pradesh
Banana,12461,576,Farmer_1648,City_44,Punjab
Onion,6156,147,Farmer_1649,City_167,Madhya Pradesh
Millets,9888,957,Farmer_1650,City_111,Rajasthan
Millets,3857,353,Farmer_1651,City_185,Madhya Pradesh
Sugarcane,10775,357,Farmer_1652,City_115,Arunachal Pradesh
Groundnut,7522,626,Farmer_1653,City_86,Manipur
Jute,8094,153,Farmer_1654,City_111,Arunachal Pradesh
Pulses,8140,464,Farmer_1655,City_192,Nagaland
Rice,9893,710,Farmer_1656,City_140,Jharkhand
Pulses,5525,641,Farmer_1657,City_58,Uttar Pradesh
Barley,6330,601,Farmer_1658,City_50,Odisha
Rice,4686,987,Farmer_1659,City_148,Karnataka
Jute,12810,525,Farmer_1660,City_15,Manipur
Maize,11286,440,Farmer_1661,City_143,Bihar
Maize,8814,890,Farmer_1662,City_105,Arunachal Pradesh
Soybean,2663,947,Farmer_1663,City_168,Goa
Rice,8737,441,Farmer_1664,City_63,Tamil Nadu
Turmeric,13793,128,Farmer_1665,City_9,Rajasthan
Rice,13788,567,Farmer_1666,City_17,Odisha
Chilli,8676,704,Farmer_1667,City_117,Uttar Pradesh
Rice,5601,818,Farmer_1668,City_163,Chhattisgarh
Jute,2280,752,Farmer_1669,City_120,Andhra Pradesh
Barley,8963,810,Farmer_1670,City_154,Goa
Rice,9642,654,Farmer_1671,City_152,Tripura
Turmeric,4314,218,Farmer_1672,City_133,Assam
Banana,6460,932,Farmer_1673,City_56,Chhattisgarh
Mustard,2191,768,Farmer_1674,City_62,Tripura
Potato,1505,819,Farmer_1675,City_144,Uttarakhand
Turmeric,6161,575,Farmer_1676,City_34,Andhra Pradesh
Tomato,2853,252,Farmer_1677,City_104,Punjab
Pulses,7125,713,Farmer_1678,City_28,Gujarat
Jute,4124,934,Farmer_1679,City_167,Telangana
Coffee,12175,271,Farmer_1680,City_69,Andhra Pradesh
Cotton,2251,661,Farmer_1681,City_1,Rajasthan
Coffee,6577,837,Farmer_1682,City_76,Mizoram
Chilli,12053,502,Farmer_1683,City_174,Maharashtra
Potato,8661,695,Farmer_1684,City_55,Arunachal Pradesh
Turmeric,2057,730,Farmer_1685,City_32,Sikkim
Sugarcane,12469,889,Farmer_1686,City_187,Mizoram
Banana,6669,62,Farmer_1687,City_97,Telangana
Turmeric,6489,703,Farmer_1688,City_15,Chhattisgarh
Banana,5176,491,Farmer_1689,City_57,Sikkim
Onion,4558,134,Farmer_1690,City_119,Andhra Pradesh
Banana,2130,743,Farmer_1691,City_37,Gujarat
Potato,7498,912,Farmer_1692,City_74,Haryana
Jute,3905,186,Farmer_1693,City_129,Karnataka
Onion,10470,401,Farmer_1694,City_112,Assam
Tomato,1951,506,Farmer_1695,City_124,Arunachal Pradesh
Banana,3262,347,Farmer_1696,City_163,Nagaland
Pulses,6461,748,Farmer_1697,City_60,Kerala
Banana,2171,380,Farmer_1698,City_151,Meghalaya
Turmeric,14708,322,Farmer_1699,City_68,Assam
Tomato,5959,496,Farmer_1700,City_116,Bihar
Banana,7764,608,Farmer_1701,City_29,Tamil Nadu
Cotton,11439,150,Farmer_1702,City_18,Tripura
Tea,4973,634,Farmer_1703,City_187,Goa
Jute,5855,173,Farmer_1704,City_135,Odisha
Banana,3768,701,Farmer_1705,City_26,Uttar Pradesh
Jute,4027,225,Farmer_1706,City_2,Kerala
Turmeric,5142,305,Farmer_1707,City_12,Arunachal Pradesh
Potato,3096,737,Farmer_1708,City_90,West Bengal
Maize,6365,598,Farmer_1709,City_11,Rajasthan
Barley,5433,129,Farmer_1710,City_137,Odisha
Groundnut,12308,702,Farmer_1711,City_126,Assam
Tea,9314,394,Farmer_1712,City_34,Odisha
Chilli,3583,348,Farmer_1713,City_41,Haryana
Jute,7428,389,Farmer_1714,City_21,Tamil Nadu
Wheat,7843,233,Farmer_1715,City_48,Jharkhand
Potato,3094,686,Farmer_1716,City_55,Sikkim
Coffee,9790,185,Farmer_1717,City_154,Jharkhand
Maize,5436,723,Farmer_1718,City_28,Uttarakhand
Wheat,9528,909,Farmer_1719,City_183,Sikkim
Cotton,9312,658,Farmer_1720,City_70,Rajasthan
Wheat,8101,974,Farmer_1721,City_51,Gujarat
Jute,9601,152,Farmer_1722,City_11,Tamil Nadu
Wheat,7837,547,Farmer_1723,City_58,Madhya Pradesh
Groundnut,3560,431,Farmer_1724,City_198,Tripura
Coffee,11892,181,Farmer_1725,City_126,Maharashtra
Potato,2811,545,Farmer_1726,City_168,Gujarat
Sugarcane,4325,641,Farmer_1727,City_66,Rajasthan
Banana,4473,365,Farmer_1728,City_95,Arunachal Pradesh
Jute,9959,496,Farmer_1729,City_199,Maharashtra
Mustard,14320,166,Farmer_1730,City_156,Tamil Nadu
Jute,3179,400,Farmer_1731,City_129,Karnataka
Banana,13406,571,Farmer_1732,City_82,Meghalaya
Turmeric,4712,566,Farmer_1733,City_132,Uttarakhand
Tea,12570,891,Farmer_1734,City_65,Uttar Pradesh
Coffee,6249,614,Farmer_1735,City_19,Tripura
Coffee,9173,176,Farmer_1736,City_72,Karnataka
Groundnut,4263,997,Farmer_1737,City_95,Mizoram
Mustard,5562,322,Farmer_1738,City_186,Karnataka
Jute,12753,706,Farmer_1739,City_125,Uttar Pradesh
Jute,11028,646,Farmer_1740,City_133,Tamil Nadu
Millets,13640,53,Farmer_1741,City_13,Meghalaya
Tea,12313,348,Farmer_1742,City_35,Himachal Pradesh
Onion,13595,454,Farmer_1743,City_33,Karnataka
Pulses,5317,515,Farmer_1744,City_103,Karnataka
Mustard,7029,549,Farmer_1745,City_196,Tripura
Onion,6229,565,Farmer_1746,City_69,Uttarakhand
Rice,3723,769,Farmer_1747,City_2,Bihar
Potato,5733,706,Farmer_1748,City_16,Maharashtra
Barley,14937,787,Farmer_1749,City_188,Punjab
Sugarcane,13703,514,Farmer_1750,City_63,Punjab
Millets,12339,566,Farmer_1751,City_42,Chhattisgarh
Barley,5481,102,Farmer_1752,City_27,Uttar Pradesh
Mustard,3625,325,Farmer_1753,City_25,Maharashtra
Turmeric,2836,344,Farmer_1754,City_133,Jharkhand
Groundnut,9415,983,Farmer_1755,City_23,Odisha
Chilli,7028,890,Farmer_1756,City_173,Goa
Banana,9413,238,Farmer_1757,City_79,Himachal Pradesh
Potato,9297,978,Farmer_1758,City_192,West Bengal
Chilli,2640,549,Farmer_1759,City_176,Chhattisgarh
Banana,7220,888,Farmer_1760,City_34,West Bengal
Banana,14125,870,Farmer_1761,City_92,Goa
Turmeric,7878,850,Farmer_1762,City_106,Kerala
Jute,10057,658,Farmer_1763,City_91,Bihar
Onion,6766,54,Farmer_1764,City_49,Manipur
Rice,3938,52,Farmer_1765,City_57,Goa
Groundnut,14381,499,Farmer_1766,City_47,Gujarat
Coffee,1865,553,Farmer_1767,City_143,Jharkhand
Turmeric,5289,591,Farmer_1768,City_27,Mizoram
Onion,11453,499,Farmer_1769,City_35,Rajasthan
Wheat,1640,322,Farmer_1770,City_20,Maharashtra
Potato,10522,72,Farmer_1771,City_175,Punjab
Groundnut,9932,204,Farmer_1772,City_29,Meghalaya
Sugarcane,14416,109,Farmer_1773,City_60,Tripura
Onion,4260,596,Farmer_1774,City_45,Uttarakhand
Rice,6230,137,Farmer_1775,City_44,Punjab
Potato,5680,511,Farmer_1776,City_41,West Bengal
Turmeric,6058,342,Farmer_1777,City_170,Madhya Pradesh
Tomato,14808,234,Farmer_1778,City_130,Goa
Millets,10963,256,Farmer_1779,City_183,Chhattisgarh
Cotton,6886,988,Farmer_1780,City_114,Meghalaya
Banana,9855,408,Farmer_1781,City_50,Himachal Pradesh
Soybean,9366,257,Farmer_1782,City_71,Madhya Pradesh
Sugarcane,14147,935,Farmer_1783,City_39,Uttar Pradesh
Wheat,4656,242,Farmer_1784,City_180,Mizoram
Cotton,2978,143,Farmer_1785,City_127,Punjab
Tea,11247,107,Farmer_1786,City_124,Nagaland
Cotton,6760,852,Farmer_1787,City_27,Madhya Pradesh
Groundnut,6754,869,Farmer_1788,City_61,Mizoram
Coffee,8143,247,Farmer_1789,City_93,Kerala
Coffee,10236,598,Farmer_1790,City_101,Punjab
Millets,3846,801,Farmer_1791,City_2,Tripura
Tomato,6192,735,Farmer_1792,City_88,Madhya Pradesh
Jute,2416,95,Farmer_1793,City_4,Uttarakhand
Mustard,14383,222,Farmer_1794,City_144,Madhya Pradesh
Groundnut,11117,813,Farmer_1795,City_150,Tamil Nadu
Jute,6184,223,Farmer_1796,City_8,Punjab
Potato,9806,338,Farmer_1797,City_176,Karnataka
Pulses,9488,580,Farmer_1798,City_105,Gujarat
Tea,10926,829,Farmer_1799,City_165,Assam
Cotton,12564,658,Farmer_1800,City_50,Mizoram
Potato,6134,543,Farmer_1801,City_53,Manipur
Jute,11344,166,Farmer_1802,City_46,Rajasthan
Pulses,7635,216,Farmer_1803,City_58,Haryana
Banana,14975,481,Farmer_1804,City_146,Tripura
Rice,3690,586,Farmer_1805,City_42,Himachal Pradesh
Barley,9440,727,Farmer_1806,City_63,Gujarat
Jute,3870,819,Farmer_1807,City_30,Gujarat
Sugarcane,1960,831,Farmer_1808,City_90,West Bengal
Potato,1884,124,Farmer_1809,City_7,Punjab
Turmeric,12668,301,Farmer_1810,City_178,Nagaland
Tea,7275,314,Farmer_1811,City_79,Karnataka
Cotton,2049,391,Farmer_1812,City_14,Tripura
Coffee,4934,912,Farmer_1813,City_200,Chhattisgarh
Banana,3162,76,Farmer_1814,City_122,West Bengal
Tea,2938,203,Farmer_1815,City_106,Gujarat
Tea,4048,56,Farmer_1816,City_63,Tamil Nadu
Chilli,12335,101,Farmer_1817,City_184,Haryana
Potato,9185,888,Farmer_1818,City_32,Kerala
Wheat,11954,443,Farmer_1819,City_180,Sikkim
Chilli,12511,611,Farmer_1820,City_112,Jharkhand
Millets,8292,317,Farmer_1821,City_67,Madhya Pradesh
Sugarcane,4824,231,Farmer_1822,City_39,Punjab
Maize,7158,54,Farmer_1823,City_45,Assam
Soybean,14498,808,Farmer_1824,City_178,Nagaland
Coffee,14854,608,Farmer_1825,City_111,Chhattisgarh
Wheat,2798,668,Farmer_1826,City_46,Nagaland
Tomato,14857,383,Farmer_1827,City_6,Assam
Sugarcane,5225,524,Farmer_1828,City_188,Meghalaya
Maize,13597,400,Farmer_1829,City_48,Chhattisgarh
Chilli,8430,92,Farmer_1830,City_31,Odisha
Potato,5166,942,Farmer_1831,City_61,Himachal Pradesh
Pulses,9865,463,Farmer_1832,City_13,Andhra Pradesh
Onion,13620,123,Farmer_1833,City_127,Nagaland
Rice,4354,270,Farmer_1834,City_2,Uttarakhand
Turmeric,11558,764,Farmer_1835,City_81,Goa
Pulses,9554,866,Farmer_1836,City_75,Arunachal Pradesh
Pulses,10362,619,Farmer_1837,City_38,Chhattisgarh
Rice,13793,800,Farmer_1838,City_186,Andhra Pradesh
Jute,11384,989,Farmer_1839,City_119,Goa
Rice,8214,395,Farmer_1840,City_51,Sikkim
Sugarcane,2618,789,Farmer_1841,City_100,Maharashtra
Groundnut,14806,770,Farmer_1842,City_51,Mizoram
Wheat,3936,801,Farmer_1843,City_94,Jharkhand
Chilli,8516,742,Farmer_1844,City_130,Chhattisgarh
Wheat,6404,857,Farmer_1845,City_185,Jharkhand
Millets,3118,61,Farmer_1846,City_144,Arunachal Pradesh
Onion,6274,591,Farmer_1847,City_48,Uttar Pradesh
Coffee,4614,250,Farmer_1848,City_164,Tamil Nadu
Tea,11821,627,Farmer_1849,City_22,Jharkhand
Millets,8349,846,Farmer_1850,City_18,Assam
Millets,14266,775,Farmer_1851,City_17,Nagaland
Jute,1593,511,Farmer_1852,City_30,Karnataka
Jute,12710,369,Farmer_1853,City_124,Sikkim
Wheat,9822,190,Farmer_1854,City_6,Madhya Pradesh
Potato,6493,426,Farmer_1855,City_185,Maharashtra
Pulses,5816,726,Farmer_1856,City_2,Punjab
Sugarcane,10661,993,Farmer_1857,City_66,Rajasthan
Sugarcane,14167,813,Farmer_1858,City_49,Punjab
Rice,3894,616,Farmer_1859,City_170,Kerala
Millets,14686,305,Farmer_1860,City_175,Andhra Pradesh
Millets,7885,115,Farmer_1861,City_101,Himachal Pradesh
Cotton,6572,728,Farmer_1862,City_64,Manipur
Mustard,9970,264,Farmer_1863,City_43,Sikkim
Potato,7761,437,Farmer_1864,City_165,Gujarat
Tea,9223,724,Farmer_1865,City_88,Sikkim
Onion,5069,817,Farmer_1866,City_163,Gujarat
Millets,3242,766,Farmer_1867,City_149,Tamil Nadu
Potato,2089,840,Farmer_1868,City_169,Madhya Pradesh
Pulses,14824,356,Farmer_1869,City_69,Bihar
Tea,7519,146,Farmer_1870,City_72,Manipur
Onion,7258,234,Farmer_1871,City_74,Telangana
Cotton,12633,159,Farmer_1872,City_8,Haryana
Soybean,6515,952,Farmer_1873,City_187,Chhattisgarh
Millets,5093,343,Farmer_1874,City_152,Andhra Pradesh
Tomato,8840,150,Farmer_1875,City_193,Maharashtra
Soybean,1833,120,Farmer_1876,City_59,Odisha
Groundnut,3861,756,Farmer_1877,City_5,Tripura
Cotton,2603,314,Farmer_1878,City_23,Himachal Pradesh
Wheat,8227,682,Farmer_1879,City_122,Assam
Jute,7044,537,Farmer_1880,City_37,Jharkhand
Cotton,9898,819,Farmer_1881,City_149,Haryana
Potato,4042,800,Farmer_1882,City_160,Telangana
Turmeric,3328,370,Farmer_1883,City_32,Tripura
Onion,5906,419,Farmer_1884,City_71,Tamil Nadu
Banana,4128,306,Farmer_1885,City_149,Karnataka
Rice,5889,820,Farmer_1886,City_27,Punjab
Soybean,6441,84,Farmer_1887,City_106,Assam
Rice,2078,854,Farmer_1888,City_100,Kerala
Groundnut,4425,368,Farmer_1889,City_72,Chhattisgarh
Soybean,10635,951,Farmer_1890,City_192,Uttar Pradesh
Tomato,7233,782,Farmer_1891,City_81,Rajasthan
Tea,7387,608,Farmer_1892,City_161,Rajasthan
Cotton,14060,203,Farmer_1893,City_114,Punjab
Turmeric,4373,378,Farmer_1894,City_130,West Bengal
Groundnut,14789,282,Farmer_1895,City_198,Himachal Pradesh
Onion,9557,405,Farmer_1896,City_115,Odisha
Cotton,13300,550,Farmer_1897,City_44,Rajasthan
Coffee,10896,489,Farmer_1898,City_14,Odisha
Sugarcane,8784,593,Farmer_1899,City_121,Manipur
Banana,11916,538,Farmer_1900,City_200,Telangana
Potato,2953,165,Farmer_1901,City_53,Madhya Pradesh
Turmeric,8560,119,Farmer_1902,City_133,Tripura
Cotton,2370,131,Farmer_1903,City_65,Chhattisgarh
Banana,9330,69,Farmer_1904,City_128,Kerala
Tea,9414,817,Farmer_1905,City_48,Manipur
Coffee,1945,183,Farmer_1906,City_75,Manipur
Tea,4826,521,Farmer_1907,City_116,Gujarat
Coffee,14852,213,Farmer_1908,City_5,Meghalaya
Soybean,2028,420,Farmer_1909,City_13,Assam
Sugarcane,14383,816,Farmer_1910,City_187,Arunachal Pradesh
Turmeric,1629,164,Farmer_1911,City_5,Maharashtra
Chilli,8317,430,Farmer_1912,City_142,Tripura
Sugarcane,9799,314,Farmer_1913,City_85,Goa
Soybean,13883,187,Farmer_1914,City_76,Chhattisgarh
Jute,4980,393,Farmer_1915,City_36,Kerala
Banana,12179,474,Farmer_1916,City_75,Arunachal Pradesh
Potato,4204,818,Farmer_1917,City_150,Jharkhand
Turmeric,5179,434,Farmer_1918,City_61,Bihar
Sugarcane,10142,157,Farmer_1919,City_184,Nagaland
Coffee,10635,724,Farmer_1920,City_114,Rajasthan
Soybean,9131,491,Farmer_1921,City_35,Odisha
Onion,2127,849,Farmer_1922,City_6,Tamil Nadu
Mustard,9707,923,Farmer_1923,City_25,Andhra Pradesh
Pulses,2814,317,Farmer_1924,City_183,Punjab
Potato,4204,703,Farmer_1925,City_74,Mizoram
Chilli,5655,548,Farmer_1926,City_65,Rajasthan
Mustard,14913,707,Farmer_1927,City_101,Himachal Pradesh
Jute,5881,623,Farmer_1928,City_121,Tamil Nadu
Mustard,11794,238,Farmer_1929,City_147,Uttar Pradesh
Millets,7561,972,Farmer_1930,City_193,Himachal Pradesh
Potato,13621,598,Farmer_1931,City_47,Bihar
Coffee,5993,139,Farmer_1932,City_127,Manipur
Banana,7140,940,Farmer_1933,City_170,Meghalaya
Tomato,6602,217,Farmer_1934,City_67,Bihar
Onion,11216,441,Farmer_1935,City_107,Assam
Turmeric,4630,553,Farmer_1936,City_128,Nagaland
Turmeric,6547,390,Farmer_1937,City_60,Tamil Nadu
Chilli,7164,756,Farmer_1938,City_195,Andhra Pradesh
Soybean,3595,208,Farmer_1939,City_90,West Bengal
Maize,14635,535,Farmer_1940,City_155,Mizoram
Wheat,14808,61,Farmer_1941,City_164,Bihar
Chilli,9402,585,Farmer_1942,City_149,Chhattisgarh
Jute,11964,427,Farmer_1943,City_87,Bihar
Soybean,11126,524,Farmer_1944,City_132,Goa
Rice,12319,321,Farmer_1945,City_185,Mizoram
Sugarcane,5922,847,Farmer_1946,City_108,Tripura
Barley,14449,289,Farmer_1947,City_151,Maharashtra
Sugarcane,9514,523,Farmer_1948,City_84,Mizoram
Potato,14723,663,Farmer_1949,City_66,Manipur
Chilli,4213,272,Farmer_1950,City_91,Mizoram
Soybean,9112,685,Farmer_1951,City_149,Telangana
Chilli,14849,853,Farmer_1952,City_31,Tripura
Cotton,10054,778,Farmer_1953,City_162,Madhya Pradesh
Chilli,11471,295,Farmer_1954,City_68,Uttar Pradesh
Millets,5419,733,Farmer_1955,City_62,Mizoram
Onion,11786,925,Farmer_1956,City_26,Tripura
Jute,10925,946,Farmer_1957,City_94,West Bengal
Tea,12120,730,Farmer_1958,City_165,Manipur
Jute,12291,846,Farmer_1959,City_87,Jharkhand
Tea,4646,496,Farmer_1960,City_39,Maharashtra
Mustard,10752,592,Farmer_1961,City_110,Arunachal Pradesh
Tea,8915,204,Farmer_1962,City_156,Nagaland
Jute,8843,529,Farmer_1963,City_25,Manipur
Jute,4646,275,Farmer_1964,City_181,Bihar
Cotton,10173,270,Farmer_1965,City_6,Assam
Coffee,5160,230,Farmer_1966,City_150,Odisha
Millets,13042,460,Farmer_1967,City_180,West Bengal
Wheat,14959,404,Farmer_1968,City_140,Gujarat
Wheat,5915,210,Farmer_1969,City_56,Goa
Mustard,9614,97,Farmer_1970,City_83,Gujarat
Sugarcane,10280,842,Farmer_1971,City_87,Gujarat
Tomato,7801,380,Farmer_1972,City_81,Manipur
Tomato,12311,154,Farmer_1973,City_27,Punjab
Turmeric,8493,311,Farmer_1974,City_142,Rajasthan
Maize,6302,55,Farmer_1975,City_167,Nagaland
Sugarcane,14939,359,Farmer_1976,City_139,Bihar
Maize,8263,367,Farmer_1977,City_53,Chhattisgarh
Groundnut,13829,916,Farmer_1978,City_126,Nagaland
Potato,4555,202,Farmer_1979,City_81,Haryana
Millets,3610,631,Farmer_1980,City_103,Rajasthan
Millets,13779,453,Farmer_1981,City_30,Meghalaya
Banana,14672,288,Farmer_1982,City_195,Telangana
Mustard,5644,888,Farmer_1983,City_117,Rajasthan
Pulses,3900,883,Farmer_1984,City_123,Himachal Pradesh
Tea,5455,670,Farmer_1985,City_41,Kerala
Cotton,13835,879,Farmer_1986,City_42,Tamil Nadu
Soybean,4498,983,Farmer_1987,City_112,Haryana
Wheat,14028,919,Farmer_1988,City_10,Punjab
Coffee,13380,376,Farmer_1989,City_90,Arunachal Pradesh
Mustard,8876,387,Farmer_1990,City_144,Tamil Nadu
Soybean,7105,843,Farmer_1991,City_109,Assam
Banana,14773,615,Farmer_1992,City_172,Jharkhand
Onion,5381,887,Farmer_1993,City_76,Arunachal Pradesh
